"","LF_Name","LC_Name","Temp_Moist","RealmWE_ID","WE_ID","Realm_ID","RealmClass","LF_Class","MoistClass","TempClass","LC_Class","Realm_Name","Temp_Name","Moist_Name","WEcosystm","RWEcosystm","LandC_Type","Code","CR_HEX","LC_HEX","LF_HEX","TempMoistClass","WTE_code","WTE_HEX"
"902","Mountains","Shrubland","Polar Desert",6324,324,6000,6,1,1,6,2,"Neotropic","Polar","Desert","Polar Desert Shrubland on Mountains","Neotropic Polar Desert Shrubland on Mountains","Natural",6112,"#F2F2F266","#A8A800FF","#5C0001B2",16,2116,"#a67f61"
"903","Mountains","Grassland","Polar Moist",2018,18,2000,2,1,3,6,4,"Antarctica","Polar","Moist","Polar Moist Grassland on Mountains","Antarctica Polar Moist Grassland on Mountains","Natural",6314,"#BFBFBF66","#789E60FF","#5C0001B2",18,4118,"#89695e"
"904","Mountains","Forest","Polar Moist",6029,29,6000,6,1,3,6,3,"Neotropic","Polar","Moist","Polar Moist Forest on Mountains","Neotropic Polar Moist Forest on Mountains","Natural",6313,"#BFBFBF66","#267300FF","#5C0001B2",18,3118,"#7a614d"
"905","Mountains","Settlement","Polar Desert",6428,428,6000,6,1,1,6,5,"Neotropic","Polar","Desert","Polar Desert Settlement on Mountains","Neotropic Polar Desert Settlement on Mountains","Converted",6115,"#F2F2F266","#8A4343FF","#5C0001B2",16,5116,"#a06d6d"
"906","Mountains","Sparsley or Non vegetated","Warm Temperate Moist",3174,174,3000,3,1,3,3,6,"Australasia","Warm Temperate","Moist","Warm Temperate Moist Sparsley or Non vegetated on Mountains","Australasia Warm Temperate Moist Sparsley or Non vegetated on Mountains","Natural",3316,"#72C27566","#D9D99EFF","#5C0001B2",9,6109,"#7b754c"
"907","Mountains","Sparsley or Non vegetated","Sub Tropical Desert",6312,312,6000,6,1,1,4,6,"Neotropic","Sub Tropical","Desert","Sub Tropical Desert Sparsley or Non vegetated on Mountains","Neotropic Sub Tropical Desert Sparsley or Non vegetated on Mountains","Natural",4116,"#FFF7BA66","#D9D99EFF","#5C0001B2",10,6110,"#b48a67"
"908","Mountains","Sparsley or Non vegetated","Warm Temperate Dry",1205,205,1000,1,1,2,3,6,"Afrotropic","Warm Temperate","Dry","Warm Temperate Dry Sparsley or Non vegetated on Mountains","Afrotropic Warm Temperate Dry Sparsley or Non vegetated on Mountains","Natural",3216,"#A0D99A66","#D9D99EFF","#5C0001B2",8,6108,"#8e7e5a"
"909","Mountains","Forest","Sub Tropical Moist",7262,262,7000,7,1,3,4,3,"Oceania","Sub Tropical","Moist","Sub Tropical Moist Forest on Mountains","Oceania Sub Tropical Moist Forest on Mountains","Natural",4313,"#FCC24E66","#267300FF","#5C0001B2",12,3112,"#926220"
"910","Mountains","Settlement","Cool Temperate Moist",8113,113,8000,8,1,3,2,5,"Palearctic","Cool Temperate","Moist","Cool Temperate Moist Settlement on Mountains","Palearctic Cool Temperate Moist Settlement on Mountains","Converted",2315,"#005C3266","#8A4343FF","#5C0001B2",6,5106,"#3f3120"
"911","Mountains","Shrubland","Tropical Dry",5342,342,5000,5,1,2,5,2,"Nearctic","Tropical","Dry","Tropical Dry Shrubland on Mountains","Nearctic Tropical Dry Shrubland on Mountains","Natural",5212,"#99330366","#A8A800FF","#5C0001B2",14,2114,"#823302"
"912","Mountains","Sparsley or Non vegetated","Cool Temperate Moist",1098,98,1000,1,1,3,2,6,"Afrotropic","Cool Temperate","Moist","Cool Temperate Moist Sparsley or Non vegetated on Mountains","Afrotropic Cool Temperate Moist Sparsley or Non vegetated on Mountains","Natural",2316,"#005C3266","#D9D99EFF","#5C0001B2",6,6106,"#4e4c31"
"913","Mountains","Sparsley or Non vegetated","Sub Tropical Desert",1312,312,1000,1,1,1,4,6,"Afrotropic","Sub Tropical","Desert","Sub Tropical Desert Sparsley or Non vegetated on Mountains","Afrotropic Sub Tropical Desert Sparsley or Non vegetated on Mountains","Natural",4116,"#FFF7BA66","#D9D99EFF","#5C0001B2",10,6110,"#b48a67"
"914","Mountains","Sparsley or Non vegetated","Warm Temperate Moist",1174,174,1000,1,1,3,3,6,"Afrotropic","Warm Temperate","Moist","Warm Temperate Moist Sparsley or Non vegetated on Mountains","Afrotropic Warm Temperate Moist Sparsley or Non vegetated on Mountains","Natural",3316,"#72C27566","#D9D99EFF","#5C0001B2",9,6109,"#7b754c"
"915","Mountains","Sparsley or Non vegetated","Warm Temperate Moist",5174,174,5000,5,1,3,3,6,"Nearctic","Warm Temperate","Moist","Warm Temperate Moist Sparsley or Non vegetated on Mountains","Nearctic Warm Temperate Moist Sparsley or Non vegetated on Mountains","Natural",3316,"#72C27566","#D9D99EFF","#5C0001B2",9,6109,"#7b754c"
"916","Mountains","Shrubland","Sub Tropical Moist",5261,261,5000,5,1,3,4,2,"Nearctic","Sub Tropical","Moist","Sub Tropical Moist Shrubland on Mountains","Nearctic Sub Tropical Moist Shrubland on Mountains","Natural",4312,"#FCC24E66","#A8A800FF","#5C0001B2",12,2112,"#aa6c20"
"917","Mountains","Settlement","Boreal Dry",5122,122,5000,5,1,2,1,5,"Nearctic","Boreal","Dry","Boreal Dry Settlement on Mountains","Nearctic Boreal Dry Settlement on Mountains","Converted",1215,"#2C8EBF66","#8A4343FF","#5C0001B2",2,5102,"#514559"
"918","Mountains","Shrubland","Boreal Moist",8054,54,8000,8,1,3,1,2,"Palearctic","Boreal","Moist","Boreal Moist Shrubland on Mountains","Palearctic Boreal Moist Shrubland on Mountains","Natural",1312,"#2C8EBF66","#A8A800FF","#5C0001B2",3,2103,"#56574d"
"919","Mountains","Forest","Polar Moist",5029,29,5000,5,1,3,6,3,"Nearctic","Polar","Moist","Polar Moist Forest on Mountains","Nearctic Polar Moist Forest on Mountains","Natural",6313,"#BFBFBF66","#267300FF","#5C0001B2",18,3118,"#7a614d"
"920","Mountains","Sparsley or Non vegetated","Cool Temperate Dry",4135,135,4000,4,1,2,2,6,"Indomalayan","Cool Temperate","Dry","Cool Temperate Dry Sparsley or Non vegetated on Mountains","Indomalayan Cool Temperate Dry Sparsley or Non vegetated on Mountains","Natural",2216,"#238C4666","#D9D99EFF","#5C0001B2",5,6105,"#5c5f39"
"921","Mountains","Sparsley or Non vegetated","Tropical Dry",7339,339,7000,7,1,2,5,6,"Oceania","Tropical","Dry","Tropical Dry Sparsley or Non vegetated on Mountains","Oceania Tropical Dry Sparsley or Non vegetated on Mountains","Natural",5216,"#99330366","#D9D99EFF","#5C0001B2",14,6114,"#8b3b1e"
"922","Mountains","Shrubland","Warm Temperate Dry",5183,183,5000,5,1,2,3,2,"Nearctic","Warm Temperate","Dry","Warm Temperate Dry Shrubland on Mountains","Nearctic Warm Temperate Dry Shrubland on Mountains","Natural",3212,"#A0D99A66","#A8A800FF","#5C0001B2",8,2108,"#85753e"
"923","Mountains","Forest","Sub Tropical Moist",4262,262,4000,4,1,3,4,3,"Indomalayan","Sub Tropical","Moist","Sub Tropical Moist Forest on Mountains","Indomalayan Sub Tropical Moist Forest on Mountains","Natural",4313,"#FCC24E66","#267300FF","#5C0001B2",12,3112,"#926220"
"924","Mountains","Settlement","Boreal Moist",5121,121,5000,5,1,3,1,5,"Nearctic","Boreal","Moist","Boreal Moist Settlement on Mountains","Nearctic Boreal Moist Settlement on Mountains","Converted",1315,"#2C8EBF66","#8A4343FF","#5C0001B2",3,5103,"#514559"
"925","Mountains","Grassland","Warm Temperate Moist",1171,171,1000,1,1,3,3,4,"Afrotropic","Warm Temperate","Moist","Warm Temperate Moist Grassland on Mountains","Afrotropic Warm Temperate Moist Grassland on Mountains","Natural",3314,"#72C27566","#789E60FF","#5C0001B2",9,4109,"#6a6a40"
"926","Mountains","Forest","Tropical Dry",5365,365,5000,5,1,2,5,3,"Nearctic","Tropical","Dry","Tropical Dry Forest on Mountains","Nearctic Tropical Dry Forest on Mountains","Natural",5213,"#99330366","#267300FF","#5C0001B2",14,3114,"#6b2902"
"927","Mountains","Shrubland","Sub Tropical Dry",7286,286,7000,7,1,2,4,2,"Oceania","Sub Tropical","Dry","Sub Tropical Dry Shrubland on Mountains","Oceania Sub Tropical Dry Shrubland on Mountains","Natural",4212,"#FCE30066","#A8A800FF","#5C0001B2",11,2111,"#aa7900"
"928","Mountains","Sparsley or Non vegetated","Tropical Moist",4402,402,4000,4,1,3,5,6,"Indomalayan","Tropical","Moist","Tropical Moist Sparsley or Non vegetated on Mountains","Indomalayan Tropical Moist Sparsley or Non vegetated on Mountains","Natural",5316,"#66240566","#D9D99EFF","#5C0001B2",15,6115,"#76351f"
"929","Mountains","Shrubland","Tropical Dry",6342,342,6000,6,1,2,5,2,"Neotropic","Tropical","Dry","Tropical Dry Shrubland on Mountains","Neotropic Tropical Dry Shrubland on Mountains","Natural",5212,"#99330366","#A8A800FF","#5C0001B2",14,2114,"#823302"
"930","Mountains","Grassland","Sub Tropical Moist",5271,271,5000,5,1,3,4,4,"Nearctic","Sub Tropical","Moist","Sub Tropical Moist Grassland on Mountains","Nearctic Sub Tropical Moist Grassland on Mountains","Natural",4314,"#FCC24E66","#789E60FF","#5C0001B2",12,4112,"#a16a31"
"931","Mountains","Sparsley or Non vegetated","Tropical Moist",6402,402,6000,6,1,3,5,6,"Neotropic","Tropical","Moist","Tropical Moist Sparsley or Non vegetated on Mountains","Neotropic Tropical Moist Sparsley or Non vegetated on Mountains","Natural",5316,"#66240566","#D9D99EFF","#5C0001B2",15,6115,"#76351f"
"932","Mountains","Sparsley or Non vegetated","Sub Tropical Desert",5312,312,5000,5,1,1,4,6,"Nearctic","Sub Tropical","Desert","Sub Tropical Desert Sparsley or Non vegetated on Mountains","Nearctic Sub Tropical Desert Sparsley or Non vegetated on Mountains","Natural",4116,"#FFF7BA66","#D9D99EFF","#5C0001B2",10,6110,"#b48a67"
"933","Mountains","Grassland","Warm Temperate Desert",5226,226,5000,5,1,1,3,4,"Nearctic","Warm Temperate","Desert","Warm Temperate Desert Grassland on Mountains","Nearctic Warm Temperate Desert Grassland on Mountains","Natural",3114,"#C7EBC066","#789E60FF","#5C0001B2",7,4107,"#8c7a5f"
"934","Mountains","Sparsley or Non vegetated","Tropical Desert",1369,369,1000,1,1,1,5,6,"Afrotropic","Tropical","Desert","Tropical Desert Sparsley or Non vegetated on Mountains","Afrotropic Tropical Desert Sparsley or Non vegetated on Mountains","Natural",5116,"#CC4C0266","#D9D99EFF","#5C0001B2",13,6113,"#9f451e"
"935","Mountains","Shrubland","Warm Temperate Moist",1175,175,1000,1,1,3,3,2,"Afrotropic","Warm Temperate","Moist","Warm Temperate Moist Shrubland on Mountains","Afrotropic Warm Temperate Moist Shrubland on Mountains","Natural",3312,"#72C27566","#A8A800FF","#5C0001B2",9,2109,"#726c2f"
"936","Mountains","Sparsley or Non vegetated","Warm Temperate Dry",7205,205,7000,7,1,2,3,6,"Oceania","Warm Temperate","Dry","Warm Temperate Dry Sparsley or Non vegetated on Mountains","Oceania Warm Temperate Dry Sparsley or Non vegetated on Mountains","Natural",3216,"#A0D99A66","#D9D99EFF","#5C0001B2",8,6108,"#8e7e5a"
"937","Mountains","Shrubland","Boreal Moist",4054,54,4000,4,1,3,1,2,"Indomalayan","Boreal","Moist","Boreal Moist Shrubland on Mountains","Indomalayan Boreal Moist Shrubland on Mountains","Natural",1312,"#2C8EBF66","#A8A800FF","#5C0001B2",3,2103,"#56574d"
"938","Mountains","Shrubland","Warm Temperate Desert",8243,243,8000,8,1,1,3,2,"Palearctic","Warm Temperate","Desert","Warm Temperate Desert Shrubland on Mountains","Palearctic Warm Temperate Desert Shrubland on Mountains","Natural",3112,"#C7EBC066","#A8A800FF","#5C0001B2",7,2107,"#947c4d"
"939","Mountains","Shrubland","Cool Temperate Dry",4136,136,4000,4,1,2,2,2,"Indomalayan","Cool Temperate","Dry","Cool Temperate Dry Shrubland on Mountains","Indomalayan Cool Temperate Dry Shrubland on Mountains","Natural",2212,"#238C4666","#A8A800FF","#5C0001B2",5,2105,"#53561c"
"940","Mountains","Sparsley or Non vegetated","Tropical Moist",3402,402,3000,3,1,3,5,6,"Australasia","Tropical","Moist","Tropical Moist Sparsley or Non vegetated on Mountains","Australasia Tropical Moist Sparsley or Non vegetated on Mountains","Natural",5316,"#66240566","#D9D99EFF","#5C0001B2",15,6115,"#76351f"
"941","Mountains","Settlement","Boreal Moist",8121,121,8000,8,1,3,1,5,"Palearctic","Boreal","Moist","Boreal Moist Settlement on Mountains","Palearctic Boreal Moist Settlement on Mountains","Converted",1315,"#2C8EBF66","#8A4343FF","#5C0001B2",3,5103,"#514559"
"942","Mountains","Shrubland","Warm Temperate Moist",6175,175,6000,6,1,3,3,2,"Neotropic","Warm Temperate","Moist","Warm Temperate Moist Shrubland on Mountains","Neotropic Warm Temperate Moist Shrubland on Mountains","Natural",3312,"#72C27566","#A8A800FF","#5C0001B2",9,2109,"#726c2f"
"943","Mountains","Settlement","Warm Temperate Dry",4185,185,4000,4,1,2,3,5,"Indomalayan","Warm Temperate","Dry","Warm Temperate Dry Settlement on Mountains","Indomalayan Warm Temperate Dry Settlement on Mountains","Converted",3215,"#A0D99A66","#8A4343FF","#5C0001B2",8,5108,"#7f634a"
"944","Mountains","Shrubland","Tropical Moist",1404,404,1000,1,1,3,5,2,"Afrotropic","Tropical","Moist","Tropical Moist Shrubland on Mountains","Afrotropic Tropical Moist Shrubland on Mountains","Natural",5312,"#66240566","#A8A800FF","#5C0001B2",15,2115,"#6e2d02"
"945","Mountains","Grassland","Boreal Moist",5056,56,5000,5,1,3,1,4,"Nearctic","Boreal","Moist","Boreal Moist Grassland on Mountains","Nearctic Boreal Moist Grassland on Mountains","Natural",1314,"#2C8EBF66","#789E60FF","#5C0001B2",3,4103,"#4e555e"
"946","Mountains","Sparsley or Non vegetated","Warm Temperate Moist",6174,174,6000,6,1,3,3,6,"Neotropic","Warm Temperate","Moist","Warm Temperate Moist Sparsley or Non vegetated on Mountains","Neotropic Warm Temperate Moist Sparsley or Non vegetated on Mountains","Natural",3316,"#72C27566","#D9D99EFF","#5C0001B2",9,6109,"#7b754c"
"947","Plains","Sparsley or Non vegetated","Cool Temperate Dry",5151,151,5000,5,4,2,2,6,"Nearctic","Cool Temperate","Dry","Cool Temperate Dry Sparsley or Non vegetated on Plains","Nearctic Cool Temperate Dry Sparsley or Non vegetated on Plains","Natural",2246,"#238C4666","#D9D99EFF","#E3BD42B2",5,6405,"#94ae54"
"948","Plains","Grassland","Warm Temperate Desert",1231,231,1000,1,4,1,3,4,"Afrotropic","Warm Temperate","Desert","Warm Temperate Desert Grassland on Plains","Afrotropic Warm Temperate Desert Grassland on Plains","Natural",3144,"#C7EBC066","#789E60FF","#E3BD42B2",7,4407,"#c5ca7a"
"949","Plains","Forest","Sub Tropical Desert",5328,328,5000,5,4,1,4,3,"Nearctic","Sub Tropical","Desert","Sub Tropical Desert Forest on Plains","Nearctic Sub Tropical Desert Forest on Plains","Natural",4143,"#FFF7BA66","#267300FF","#E3BD42B2",10,3410,"#ccc766"
"950","Plains","Forest","Warm Temperate Desert",5259,259,5000,5,4,1,3,3,"Nearctic","Warm Temperate","Desert","Warm Temperate Desert Forest on Plains","Nearctic Warm Temperate Desert Forest on Plains","Natural",3143,"#C7EBC066","#267300FF","#E3BD42B2",7,3407,"#b6c269"
"951","Plains","Forest","Cool Temperate Dry",5138,138,5000,5,4,2,2,3,"Nearctic","Cool Temperate","Dry","Cool Temperate Dry Forest on Plains","Nearctic Cool Temperate Dry Forest on Plains","Natural",2243,"#238C4666","#267300FF","#E3BD42B2",5,3405,"#749c38"
"952","Plains","Settlement","Boreal Moist",8086,86,8000,8,4,3,1,5,"Palearctic","Boreal","Moist","Boreal Moist Settlement on Plains","Palearctic Boreal Moist Settlement on Plains","Converted",1345,"#2C8EBF66","#8A4343FF","#E3BD42B2",3,5403,"#8a9474"
"953","Plains","Grassland","Tropical Dry",1360,360,1000,1,4,2,5,4,"Afrotropic","Tropical","Dry","Tropical Dry Grassland on Plains","Afrotropic Tropical Dry Grassland on Plains","Natural",5244,"#99330366","#789E60FF","#E3BD42B2",14,4414,"#b2802e"
"954","Plains","Grassland","Tropical Moist",3393,393,3000,3,4,3,5,4,"Australasia","Tropical","Moist","Tropical Moist Grassland on Plains","Australasia Tropical Moist Grassland on Plains","Natural",5344,"#66240566","#789E60FF","#E3BD42B2",15,4415,"#9e7a2f"
"955","Plains","Forest","Warm Temperate Moist",6166,166,6000,6,4,3,3,3,"Neotropic","Warm Temperate","Moist","Warm Temperate Moist Forest on Plains","Neotropic Warm Temperate Moist Forest on Plains","Natural",3343,"#72C27566","#267300FF","#E3BD42B2",9,3409,"#94b24b"
"956","Plains","Sparsley or Non vegetated","Tropical Dry",5332,332,5000,5,4,2,5,6,"Nearctic","Tropical","Dry","Tropical Dry Sparsley or Non vegetated on Plains","Nearctic Tropical Dry Sparsley or Non vegetated on Plains","Natural",5246,"#99330366","#D9D99EFF","#E3BD42B2",14,6414,"#c48b39"
"957","Plains","Grassland","Sub Tropical Moist",5311,311,5000,5,4,3,4,4,"Nearctic","Sub Tropical","Moist","Sub Tropical Moist Grassland on Plains","Nearctic Sub Tropical Moist Grassland on Plains","Natural",4344,"#FCC24E66","#789E60FF","#E3BD42B2",12,4412,"#dab94c"
"958","Plains","Sparsley or Non vegetated","Cool Temperate Moist",8112,112,8000,8,4,3,2,6,"Palearctic","Cool Temperate","Moist","Cool Temperate Moist Sparsley or Non vegetated on Plains","Palearctic Cool Temperate Moist Sparsley or Non vegetated on Plains","Natural",2346,"#005C3266","#D9D99EFF","#E3BD42B2",6,6406,"#869b4c"
"959","Plains","Shrubland","Cool Temperate Desert",8244,244,8000,8,4,1,2,2,"Palearctic","Cool Temperate","Desert","Cool Temperate Desert Shrubland on Plains","Palearctic Cool Temperate Desert Shrubland on Plains","Natural",2142,"#41AB5D66","#A8A800FF","#E3BD42B2",4,2404,"#98b241"
"960","Plains","Cropland","Cool Temperate Dry",3145,145,3000,3,4,2,2,1,"Australasia","Cool Temperate","Dry","Cool Temperate Dry Cropland on Plains","Australasia Cool Temperate Dry Cropland on Plains","Converted",2241,"#238C4666","#B5D99EFF","#E3BD42B2",5,1405,"#8eae54"
"961","Plains","Cropland","Sub Tropical Dry",7282,282,7000,7,4,2,4,1,"Oceania","Sub Tropical","Dry","Sub Tropical Dry Cropland on Plains","Oceania Sub Tropical Dry Cropland on Plains","Converted",4241,"#FCE30066","#B5D99EFF","#E3BD42B2",11,1411,"#e5d138"
"962","Plains","Cropland","Sub Tropical Moist",6297,297,6000,6,4,3,4,1,"Neotropic","Sub Tropical","Moist","Sub Tropical Moist Cropland on Plains","Neotropic Sub Tropical Moist Cropland on Plains","Converted",4341,"#FCC24E66","#B5D99EFF","#E3BD42B2",12,1412,"#e5c457"
"963","Plains","Cropland","Polar Moist",8040,40,8000,8,4,3,6,1,"Palearctic","Polar","Moist","Polar Moist Cropland on Plains","Palearctic Polar Moist Cropland on Plains","Converted",6341,"#BFBFBF66","#B5D99EFF","#E3BD42B2",18,1418,"#ccc385"
"964","Plains","Shrubland","Warm Temperate Dry",5196,196,5000,5,4,2,3,2,"Nearctic","Warm Temperate","Dry","Warm Temperate Dry Shrubland on Plains","Nearctic Warm Temperate Dry Shrubland on Plains","Natural",3242,"#A0D99A66","#A8A800FF","#E3BD42B2",8,2408,"#bec459"
"965","Plains","Settlement","Sub Tropical Desert",1330,330,1000,1,4,1,4,5,"Afrotropic","Sub Tropical","Desert","Sub Tropical Desert Settlement on Plains","Afrotropic Sub Tropical Desert Settlement on Plains","Converted",4145,"#FFF7BA66","#8A4343FF","#E3BD42B2",10,5410,"#debe72"
"966","Plains","Cropland","Tropical Dry",6333,333,6000,6,4,2,5,1,"Neotropic","Tropical","Dry","Tropical Dry Cropland on Plains","Neotropic Tropical Dry Cropland on Plains","Converted",5241,"#99330366","#B5D99EFF","#E3BD42B2",14,1414,"#bd8b39"
"967","Plains","Cropland","Warm Temperate Moist",8160,160,8000,8,4,3,3,1,"Palearctic","Warm Temperate","Moist","Warm Temperate Moist Cropland on Plains","Palearctic Warm Temperate Moist Cropland on Plains","Converted",3341,"#72C27566","#B5D99EFF","#E3BD42B2",9,1409,"#aec467"
"968","Plains","Settlement","Polar Dry",8095,95,8000,8,4,2,6,5,"Palearctic","Polar","Dry","Polar Dry Settlement on Plains","Palearctic Polar Dry Settlement on Plains","Converted",6245,"#DBDBDB66","#8A4343FF","#E3BD42B2",17,5417,"#d0b37f"
"969","Plains","Cropland","Sub Tropical Dry",6282,282,6000,6,4,2,4,1,"Neotropic","Sub Tropical","Dry","Sub Tropical Dry Cropland on Plains","Neotropic Sub Tropical Dry Cropland on Plains","Converted",4241,"#FCE30066","#B5D99EFF","#E3BD42B2",11,1411,"#e5d138"
"970","Plains","Settlement","Cool Temperate Moist",6120,120,6000,6,4,3,2,5,"Neotropic","Cool Temperate","Moist","Cool Temperate Moist Settlement on Plains","Neotropic Cool Temperate Moist Settlement on Plains","Converted",2345,"#005C3266","#8A4343FF","#E3BD42B2",6,5406,"#78803c"
"971","Plains","Forest","Cool Temperate Dry",3138,138,3000,3,4,2,2,3,"Australasia","Cool Temperate","Dry","Cool Temperate Dry Forest on Plains","Australasia Cool Temperate Dry Forest on Plains","Natural",2243,"#238C4666","#267300FF","#E3BD42B2",5,3405,"#749c38"
"972","Plains","Settlement","Sub Tropical Desert",8330,330,8000,8,4,1,4,5,"Palearctic","Sub Tropical","Desert","Sub Tropical Desert Settlement on Plains","Palearctic Sub Tropical Desert Settlement on Plains","Converted",4145,"#FFF7BA66","#8A4343FF","#E3BD42B2",10,5410,"#debe72"
"973","Plains","Settlement","Tropical Dry",1343,343,1000,1,4,2,5,5,"Afrotropic","Tropical","Dry","Tropical Dry Settlement on Plains","Afrotropic Tropical Dry Settlement on Plains","Converted",5245,"#99330366","#8A4343FF","#E3BD42B2",14,5414,"#b57029"
"974","Plains","Cropland","Warm Temperate Dry",5187,187,5000,5,4,2,3,1,"Nearctic","Warm Temperate","Dry","Warm Temperate Dry Cropland on Plains","Nearctic Warm Temperate Dry Cropland on Plains","Converted",3241,"#A0D99A66","#B5D99EFF","#E3BD42B2",8,1408,"#c0cd76"
"975","Plains","Cropland","Sub Tropical Dry",1282,282,1000,1,4,2,4,1,"Afrotropic","Sub Tropical","Dry","Sub Tropical Dry Cropland on Plains","Afrotropic Sub Tropical Dry Cropland on Plains","Converted",4241,"#FCE30066","#B5D99EFF","#E3BD42B2",11,1411,"#e5d138"
"976","Plains","Settlement","Cool Temperate Dry",5157,157,5000,5,4,2,2,5,"Nearctic","Cool Temperate","Dry","Cool Temperate Dry Settlement on Plains","Nearctic Cool Temperate Dry Settlement on Plains","Converted",2245,"#238C4666","#8A4343FF","#E3BD42B2",5,5405,"#869344"
"977","Plains","Cropland","Sub Tropical Dry",3282,282,3000,3,4,2,4,1,"Australasia","Sub Tropical","Dry","Sub Tropical Dry Cropland on Plains","Australasia Sub Tropical Dry Cropland on Plains","Converted",4241,"#FCE30066","#B5D99EFF","#E3BD42B2",11,1411,"#e5d138"
"978","Plains","Forest","Cool Temperate Desert",8242,242,8000,8,4,1,2,3,"Palearctic","Cool Temperate","Desert","Cool Temperate Desert Forest on Plains","Palearctic Cool Temperate Desert Forest on Plains","Natural",2143,"#41AB5D66","#267300FF","#E3BD42B2",4,3404,"#80a841"
"979","Plains","Settlement","Warm Temperate Moist",8161,161,8000,8,4,3,3,5,"Palearctic","Warm Temperate","Moist","Warm Temperate Moist Settlement on Plains","Palearctic Warm Temperate Moist Settlement on Plains","Converted",3345,"#72C27566","#8A4343FF","#E3BD42B2",9,5409,"#a6a957"
"980","Plains","Grassland","Warm Temperate Moist",4159,159,4000,4,4,3,3,4,"Indomalayan","Warm Temperate","Moist","Warm Temperate Moist Grassland on Plains","Indomalayan Warm Temperate Moist Grassland on Plains","Natural",3344,"#72C27566","#789E60FF","#E3BD42B2",9,4409,"#a3b95c"
"981","Plains","Grassland","Warm Temperate Dry",5189,189,5000,5,4,2,3,4,"Nearctic","Warm Temperate","Dry","Warm Temperate Dry Grassland on Plains","Nearctic Warm Temperate Dry Grassland on Plains","Natural",3244,"#A0D99A66","#789E60FF","#E3BD42B2",8,4408,"#b5c36b"
"982","Plains","Grassland","Sub Tropical Dry",6289,289,6000,6,4,2,4,4,"Neotropic","Sub Tropical","Dry","Sub Tropical Dry Grassland on Plains","Neotropic Sub Tropical Dry Grassland on Plains","Natural",4244,"#FCE30066","#789E60FF","#E3BD42B2",11,4411,"#dac72d"
"983","Plains","Grassland","Cool Temperate Desert",8210,210,8000,8,4,1,2,4,"Palearctic","Cool Temperate","Desert","Cool Temperate Desert Grassland on Plains","Palearctic Cool Temperate Desert Grassland on Plains","Natural",2144,"#41AB5D66","#789E60FF","#E3BD42B2",4,4404,"#8fb052"
"984","Plains","Cropland","Tropical Desert",8367,367,8000,8,4,1,5,1,"Palearctic","Tropical","Desert","Tropical Desert Cropland on Plains","Palearctic Tropical Desert Cropland on Plains","Converted",5141,"#CC4C0266","#B5D99EFF","#E3BD42B2",13,1413,"#d29539"
"985","Plains","Forest","Sub Tropical Desert",6328,328,6000,6,4,1,4,3,"Neotropic","Sub Tropical","Desert","Sub Tropical Desert Forest on Plains","Neotropic Sub Tropical Desert Forest on Plains","Natural",4143,"#FFF7BA66","#267300FF","#E3BD42B2",10,3410,"#ccc766"
"986","Plains","Cropland","Sub Tropical Moist",7297,297,7000,7,4,3,4,1,"Oceania","Sub Tropical","Moist","Sub Tropical Moist Cropland on Plains","Oceania Sub Tropical Moist Cropland on Plains","Converted",4341,"#FCC24E66","#B5D99EFF","#E3BD42B2",12,1412,"#e5c457"
"987","Plains","Settlement","Polar Moist",8064,64,8000,8,4,3,6,5,"Palearctic","Polar","Moist","Polar Moist Settlement on Plains","Palearctic Polar Moist Settlement on Plains","Converted",6345,"#BFBFBF66","#8A4343FF","#E3BD42B2",18,5418,"#c5a874"
"988","Plains","Shrubland","Polar Desert",6425,425,6000,6,4,1,6,2,"Neotropic","Polar","Desert","Polar Desert Shrubland on Plains","Neotropic Polar Desert Shrubland on Plains","Natural",6142,"#F2F2F266","#A8A800FF","#E3BD42B2",16,2416,"#dece7d"
"989","Plains","Settlement","Tropical Dry",6343,343,6000,6,4,2,5,5,"Neotropic","Tropical","Dry","Tropical Dry Settlement on Plains","Neotropic Tropical Dry Settlement on Plains","Converted",5245,"#99330366","#8A4343FF","#E3BD42B2",14,5414,"#b57029"
"990","Plains","Cropland","Sub Tropical Desert",1346,346,1000,1,4,1,4,1,"Afrotropic","Sub Tropical","Desert","Sub Tropical Desert Cropland on Plains","Afrotropic Sub Tropical Desert Cropland on Plains","Converted",4141,"#FFF7BA66","#B5D99EFF","#E3BD42B2",10,1410,"#e6d983"
"991","Plains","Settlement","Boreal Moist",5086,86,5000,5,4,3,1,5,"Nearctic","Boreal","Moist","Boreal Moist Settlement on Plains","Nearctic Boreal Moist Settlement on Plains","Converted",1345,"#2C8EBF66","#8A4343FF","#E3BD42B2",3,5403,"#8a9474"
"992","Plains","Shrubland","Warm Temperate Moist",3167,167,3000,3,4,3,3,2,"Australasia","Warm Temperate","Moist","Warm Temperate Moist Shrubland on Plains","Australasia Warm Temperate Moist Shrubland on Plains","Natural",3342,"#72C27566","#A8A800FF","#E3BD42B2",9,2409,"#abbb4b"
"993","Plains","Sparsley or Non vegetated","Sub Tropical Dry",3283,283,3000,3,4,2,4,6,"Australasia","Sub Tropical","Dry","Sub Tropical Dry Sparsley or Non vegetated on Plains","Australasia Sub Tropical Dry Sparsley or Non vegetated on Plains","Natural",4246,"#FCE30066","#D9D99EFF","#E3BD42B2",11,6411,"#ebd138"
